,Base Country,Base Country Lat,Base Country Lng,Relation Country,Relation Country Lat,Relation Country Lng,Men,Women,Children,Sex Trafficking,Forced Labor,Debt Bondage,Description
117,Burkina Faso,12.238333,-1.561593,Saudi Arabia,23.885942,45.079162,0,1,1,0,0,0," Burkina Faso is a transit country for traffickers transporting children from Mali to Cote d'Ivoire and women and girls from Cote d'Ivoire to Saudi Arabia, and it is a transit county for Ghanaian migrants traveling to Libya and Italy, some of whom are trafficking victims"
118,Burma,21.916221,95.955974,Indonesia,-0.789275,113.921327,0,0,1,1,1,0," Rohingya children fteeing violence were abducted in transit and sold into forced marriage in India, Indonesia, and Malaysia; some of them may have experienced conditions indicative of forced labor or sex trafficking"
119,Burma,21.916221,95.955974,India,20.593684,78.96288,0,1,1,1,0,0," Many women and girls among the estimated 687,000 Rohingya BURMA119who fted from conftict in Rakhine to neighboring Bangladesh since August 2017 have been subjected to sex trafficking in Bangladesh and India"
120,Burma,21.916221,95.955974,Bangladesh,23.684994,90.356331,0,1,1,1,0,0," Many women and girls among the estimated 687,000 Rohingya BURMA119who fted from conftict in Rakhine to neighboring Bangladesh since August 2017 have been subjected to sex trafficking in Bangladesh and India"
121,Burma,21.916221,95.955974,Malaysia,4.210484,101.975766,0,0,1,1,1,0," Rohingya children fteeing violence were abducted in transit and sold into forced marriage in India, Indonesia, and Malaysia; some of them may have experienced conditions indicative of forced labor or sex trafficking"
122,Burma,21.916221,95.955974,India,20.593684,78.96288,0,0,1,1,1,0," Rohingya children fteeing violence were abducted in transit and sold into forced marriage in India, Indonesia, and Malaysia; some of them may have experienced conditions indicative of forced labor or sex trafficking"
123,Burma,21.916221,95.955974,United States,37.09024,-95.712891,1,1,1,1,1,0," Some Burmese men, women, and children who migrate for work abroadŠparticularly to Thailand and China, as well as other countries in Asia, the Middle East, and the United StatesŠare subjected to forced labor or sex trafficking"
124,Burma,21.916221,95.955974,China,35.86166,104.195397,1,1,0,1,1,0," Burmese women are increasingly transported to China and subjected to sex trafficking and domestic servitude through forced marriages to Chinese men; Burmese government officials are occasionally complicit in this form of trafficking, as well as in the facilitation of the smuggling and exploitation of Rohingya migrants"
125,Burma,21.916221,95.955974,Thailand,15.870032,100.992541,1,1,1,1,1,0," Some Burmese men, women, and children who migrate for work abroadŠparticularly to Thailand and China, as well as other countries in Asia, the Middle East, and the United StatesŠare subjected to forced labor or sex trafficking"
126,Burma,21.916221,95.955974,China,35.86166,104.195397,1,1,1,1,1,0," Some Burmese men, women, and children who migrate for work abroadŠparticularly to Thailand and China, as well as other countries in Asia, the Middle East, and the United StatesŠare subjected to forced labor or sex trafficking"
127,Burma,21.916221,95.955974,India,20.593684,78.96288,0,1,1,0,0,0," It is also increasingly a destination and transit country for foreign victims, including women and girls from India"
128,Burundi,-3.373056,29.918886,Uganda,1.373333,32.290275,0,0,1,0,1,0," In 2015, Rwandan officials and international and local NGOs reported that Burundian refugee girls were exploited in prostitution in Uganda after transiting Rwanda; some of these girls may also have been subjected to forced labor in domestic work in Uganda"
129,Burundi,-3.373056,29.918886,Rwanda,-1.940278,29.873888,0,0,1,0,1,0," In 2015, Rwandan officials and international and local NGOs reported that Burundian refugee girls were exploited in prostitution in Uganda after transiting Rwanda; some of these girls may also have been subjected to forced labor in domestic work in Uganda"
130,Burundi,-3.373056,29.918886,Uganda,1.373333,32.290275,0,0,1,0,1,0," Businesspeople recruit BURUNDI122Burundian girls for exploitation in prostitution in Bujumbura, as well as in Rwanda, Kenya, Uganda, and the Middle East; they also recruit boys and girls for various types of forced labor in southern Burundi and Tanzania"
131,Burundi,-3.373056,29.918886,Tanzania,-6.369028,34.888822,0,0,1,0,1,0," Businesspeople recruit BURUNDI122Burundian girls for exploitation in prostitution in Bujumbura, as well as in Rwanda, Kenya, Uganda, and the Middle East; they also recruit boys and girls for various types of forced labor in southern Burundi and Tanzania"
132,Burundi,-3.373056,29.918886,Rwanda,-1.940278,29.873888,0,0,1,0,1,0," Businesspeople recruit BURUNDI122Burundian girls for exploitation in prostitution in Bujumbura, as well as in Rwanda, Kenya, Uganda, and the Middle East; they also recruit boys and girls for various types of forced labor in southern Burundi and Tanzania"
133,Burundi,-3.373056,29.918886,Kenya,-0.023559,37.906193,0,0,1,0,1,0," Businesspeople recruit BURUNDI122Burundian girls for exploitation in prostitution in Bujumbura, as well as in Rwanda, Kenya, Uganda, and the Middle East; they also recruit boys and girls for various types of forced labor in southern Burundi and Tanzania"
134,Burundi,-3.373056,29.918886,Kuwait,29.31166,47.481766,1,1,0,0,1,0," In 2017, several adult Burundian women were identified in Kuwait, where they had been fraudulently recruited by Burundian recruitment agencies and Kenyan recruiters for work as domestic workers and receptionists; however, upon arrival they were subjected to forced labor and had their passports confiscated, were paid less than what was agreed, had restricted movement, and were made to work excessive hours without breaks"
135,Burundi,-3.373056,29.918886,Oman,21.4735329,55.975413,1,1,0,1,1,0," Young adult Burundian women are fraudulently recruited for fake jobs and are instead subjected to forced labor and sex trafficking in various Gulf countries, such as Kuwait, Saudi Arabia, and Oman; NGOs estimate that between 500 and 3,000 young women have become trafficking victims in these countries between 2015 and 2016 and one NGO reported over 800 young women remain in these countries"
136,Burundi,-3.373056,29.918886,Kuwait,29.31166,47.481766,1,1,0,1,1,0," Young adult Burundian women are fraudulently recruited for fake jobs and are instead subjected to forced labor and sex trafficking in various Gulf countries, such as Kuwait, Saudi Arabia, and Oman; NGOs estimate that between 500 and 3,000 young women have become trafficking victims in these countries between 2015 and 2016 and one NGO reported over 800 young women remain in these countries"
137,Burundi,-3.373056,29.918886,Rwanda,-1.940278,29.873888,0,0,1,0,0,0," In 2016, the Government of the DRC apprehended 16 Burundian children transiting through the east allegedly after recruitment from refugee camps in Rwanda or the DRC to participate in armed conftict in Burundi with an unknown entity"
138,Burundi,-3.373056,29.918886,Rwanda,-1.940278,29.873888,0,0,1,0,0,0," In December 2014, an armed group of primarily Burundian rebels invaded the northwestern province of Cibitoke; the estimated 150 rebels reportedly included child soldiers as young as 15-years-old, some of whom were trained in Rwanda"
139,Burundi,-3.373056,29.918886,Rwanda,-1.940278,29.873888,1,1,1,0,0,0," The same international organization also reported that hundreds of Burundian adult and child recruits, including girls, were allegedly trained in weaponry at a training camp in southwestern Rwanda"
140,Burundi,-3.373056,29.918886,Rwanda,-1.940278,29.873888,0,0,1,1,0,0," Between April and December 2015, approximately 70,000 Burundian refugees fted to Rwanda, which contributed to an increase in child sex trafficking of both male and female refugees in Rwanda"
141,Burundi,-3.373056,29.918886,Saudi Arabia,23.885942,45.079162,1,1,0,1,1,0," Young adult Burundian women are fraudulently recruited for fake jobs and are instead subjected to forced labor and sex trafficking in various Gulf countries, such as Kuwait, Saudi Arabia, and Oman; NGOs estimate that between 500 and 3,000 young women have become trafficking victims in these countries between 2015 and 2016 and one NGO reported over 800 young women remain in these countries"
142,Burundi,-3.373056,29.918886,Kenya,-0.023559,37.906193,1,1,0,0,1,0," In 2017, several adult Burundian women were identified in Kuwait, where they had been fraudulently recruited by Burundian recruitment agencies and Kenyan recruiters for work as domestic workers and receptionists; however, upon arrival they were subjected to forced labor and had their passports confiscated, were paid less than what was agreed, had restricted movement, and were made to work excessive hours without breaks"
143,Cabo Verde,16.5388,-23.0418,Senegal,14.497401,-14.452362,0,1,0,1,1,0," Authorities increasingly identify West African womenŠincluding Nigerians and SenegaleseŠin forced prostitution, including on Boa Vista and Sal Islands and sometimes through sex tourism"
144,Cabo Verde,16.5388,-23.0418,Niger,17.607789,8.081666,0,1,0,1,1,0," Authorities increasingly identify West African womenŠincluding Nigerians and SenegaleseŠin forced prostitution, including on Boa Vista and Sal Islands and sometimes through sex tourism"
145,Cabo Verde,16.5388,-23.0418,Nigeria,9.081999,8.675277,0,1,0,1,1,0," Authorities increasingly identify West African womenŠincluding Nigerians and SenegaleseŠin forced prostitution, including on Boa Vista and Sal Islands and sometimes through sex tourism"
146,Cambodia,12.565679,104.990963,United States,37.09024,-95.712891,1,0,1,1,0,0," Cambodian men form the largest source of demand for children exploited in prostitution; however, men from elsewhere in Asia and Europe, the United States, Australia, and South Africa travel to Cambodia to engage in child sex tourism"
147,Cambodia,12.565679,104.990963,Vietnam,14.058324,108.277199,0,1,1,1,0,1," Vietnamese women and children, many of whom are victims of debt bondage, travel to Cambodia and are subjected to sex trafficking"
148,Cambodia,12.565679,104.990963,South Africa,-30.559482,22.937506,1,0,1,1,0,0," Cambodian men form the largest source of demand for children exploited in prostitution; however, men from elsewhere in Asia and Europe, the United States, Australia, and South Africa travel to Cambodia to engage in child sex tourism"
149,Cambodia,12.565679,104.990963,Vietnam,14.058324,108.277199,0,1,1,1,0,0," Sex trafficking is largely clandestine; Cambodian and ethnic Vietnamese women and girls move from rural areas to cities and tourist destinations, where they are subjected to sex trafficking in brothels and, more frequently, such ﬁindirectﬂ sex establishments as beer gardens, massage parlors, salons, karaoke bars, retail spaces, and non-commercial sites"
150,Cambodia,12.565679,104.990963,Australia,-25.274398,133.775136,1,0,1,1,0,0," Cambodian men form the largest source of demand for children exploited in prostitution; however, men from elsewhere in Asia and Europe, the United States, Australia, and South Africa travel to Cambodia to engage in child sex tourism"
151,Cambodia,12.565679,104.990963,Thailand,15.870032,100.992541,1,0,1,0,1,0, Significant numbers of Cambodian men and boys continue to be recruited in Thailand to work on fishing boats and are subjected to forced labor on Thai-owned and operated vessels in international waters
152,Cambodia,12.565679,104.990963,Vietnam,14.058324,108.277199,0,0,1,0,1,0," Children from impoverished families are vulnerable to forced labor, often with the complicity of their families, including in domestic servitude and forced begging or street vending in Thailand and Vietnam"
153,Cambodia,12.565679,104.990963,Thailand,15.870032,100.992541,0,0,1,0,1,0," Children from impoverished families are vulnerable to forced labor, often with the complicity of their families, including in domestic servitude and forced begging or street vending in Thailand and Vietnam"
154,Cambodia,12.565679,104.990963,China,35.86166,104.195397,0,1,0,0,1,1," A significant number of women from rural areas are recruited under false pretenses to travel to China to enter into marriages with Chinese 128CAMEROONmen, who often incur as much as $20,000 in debt to brokers facilitating the transaction; some of these women are then subjected to forced factory labor or forced prostitution as a result of this debt"
155,Cameroon,7.369721999999999,12.354722,Equatorial Guinea,1.650801,10.267895,0,0,1,0,0,0, Children from neighboring countries are exploited in spare parts shops or by herders in northern Cameroon and transit the country en route to Gabon and Equatorial Guinea
156,Cameroon,7.369721999999999,12.354722,Gabon,-0.803689,11.609444,0,0,1,0,0,0, Children from neighboring countries are exploited in spare parts shops or by herders in northern Cameroon and transit the country en route to Gabon and Equatorial Guinea
157,Cameroon,7.369721999999999,12.354722,Guinea,9.945587,-9.696645,0,0,1,0,0,0, Children from neighboring countries are exploited in spare parts shops or by herders in northern Cameroon and transit the country en route to Gabon and Equatorial Guinea
158,Cameroon,7.369721999999999,12.354722,Morocco,31.791702,-7.092619999999999,0,1,0,0,1,0," International organizations, NGOs, and migrants report Cameroonian trafficking networks in Morocco force women into prostitution"
159,Chad,15.454166,18.732207,Nigeria,9.081999,8.675277,0,0,1,0,0,0, NGOs report the Nigerian terrorist group Boko Haram and its offshoot Islamic State-West Africa are involved in child trafficking
160,Chad,15.454166,18.732207,Sudan,12.862807,30.217636,0,0,1,0,1,0," Child herders, some of whom are victims of forced labor, follow traditional routes for grazing cattle and, at times, cross ill-defined international borders into Cameroon, the Central African Republic, Sudan, and Nigeria"
